,ID,x,y,z,Time,q,p
9112,9112,21.685541710286607,0.8255479879469002,412.0929916788226,0.0,3735219.6051129643,12837975.817588847
9383,9383,27.90289350971738,1.9773213613381255,407.7656912182209,0.0,3627217.2968835193,12468975.26425991
9384,9384,27.093455435151295,0.8399364985855983,408.40241310997567,0.0,3710542.2165909302,12710143.165894086
10110,10110,33.10503117564517,0.6503896934274848,404.0874005097946,0.0,3940247.885298033,12840632.766978841
10224,10224,36.58942006837164,0.7979530657431203,401.415498179148,0.0,3966043.9073229698,13058433.562935729
10340,10340,39.747445994637516,1.1648147595751688,398.4735520575854,0.0,3859359.217385701,13386010.286453318
10560,10560,42.369473352915406,1.118582031958738,395.0706933194906,0.0,4206841.578287312,13615781.247997697
10810,10810,45.19249327767679,0.6840949928866228,389.26985518913017,0.0,4106759.1620176025,14227543.000818193
10927,10927,46.86865955375829,0.8232511391661165,385.2331165368888,0.0,3971292.0083208946,12913892.692737833
10969,10969,47.496015784499036,0.8232511391661165,382.6979082613123,0.0,4020590.6845170525,13156850.000054404
11033,11033,75.06047184880957,1.2518834511045602,269.9748574443502,0.0,5088868.121854312,13737961.128571792
11047,11047,74.41278861765329,1.6490884278427484,277.6767131139544,0.0,4807678.169598409,13609009.800956635
11057,11057,74.30439869807826,0.7591507231524387,279.078245696894,0.0,4868951.379405066,14023397.470123105
11260,11260,69.69430841487451,0.7414650345218813,290.3561390967003,0.0,4053938.848905188,13454629.24100212
11487,11487,65.80152666216426,1.0178366302179405,293.93385942124684,0.0,3935837.0700210477,12995180.97310162
11969,11969,61.06169191330294,1.5649269019246252,298.84509384185037,0.0,3786355.47957814,12016412.690193865
12151,12151,57.899413211162425,2.385318681741645,301.5896151907276,0.0,3851282.7890278357,12201279.524023602
12420,12420,57.97759175138373,0.7616223828714765,307.0460825594678,0.0,3982547.475994346,12585923.909599112
12746,12746,55.42063290653634,1.4721952225136818,316.25047357923637,0.0,4047933.9989011716,12577075.322594041
12976,12976,52.03074258472468,2.453848114235007,322.84652732286406,0.0,4070752.6859530997,12379181.02714576
13021,13021,53.278942313667315,1.9585437824948078,320.3379664919693,0.0,3985456.070711214,12247134.16711343
13602,13602,48.37445797500995,1.8518657195066726,330.0364811944918,0.0,4061738.5926429085,12082903.218137912
13606,13606,48.89125289278587,0.7632115966240668,329.0670809444928,0.0,4073391.828300042,12467861.297114817
13706,13706,47.74987359262235,1.7890337592458592,332.7555645806071,0.0,4051971.9049435835,11902943.040530723
13707,13707,46.80952730136734,1.7080874216130757,337.2419924226892,0.0,4027191.5522940173,11986669.239589162
13736,13736,48.54833174491273,1.7495139450298227,371.42898733156926,0.0,3687110.4411429255,12264001.973194344
13773,13773,47.03228939300945,0.7003796363632535,336.12550292417166,0.0,4084846.812816003,12486987.984948205
13793,13793,48.61724909172766,0.7597132274586408,370.19482542406945,0.0,3925119.611575669,13018669.419521354
13794,13794,49.00787494253775,0.9367404341091194,366.0363426744151,0.0,3798992.3263287675,13184647.262313968
13810,13810,45.97961374029981,1.9264588202989532,346.2671346056342,0.0,3910712.864024083,12102818.067250382
13818,13818,49.01705231007508,1.0020191832651422,358.4381132233643,0.0,3878024.6071400377,12643649.484714665
13820,13820,48.9688685349249,0.9367404341091194,362.8619047853176,0.0,3860902.050540801,12799532.047501698
13822,13822,46.30817581489154,0.823765995061694,347.20960710561957,0.0,3834463.3983784276,11956698.37994731
13824,13824,45.69441247270688,1.8692313356038472,343.8701035084586,0.0,3928507.2264508023,11813756.831270266
13825,13825,45.88577942230482,0.766538510366588,343.01178038344636,0.0,4016157.96543334,12099306.714263443
13826,13826,48.50894735379363,0.8193867961155392,353.90703754949163,0.0,3851830.6642335993,12517054.84581832
13827,13827,48.49211471784735,1.032188213897515,378.35081411178624,0.0,3946165.6776360935,12815311.537195228
16556,29,1.3376523749999474,2.0352558931695586,210.30743554390898,1980.0000000000002,5600255.123760779,15802709.085494718
16638,111,6.898146634340834,1.7811286155657362,219.6355357197686,1980.0000000000002,5571368.338333055,13084504.63753228
16640,113,4.3021189703604765,1.8041730629300603,215.18930625251676,1980.0000000000002,5097467.424067332,15198178.23964028
16646,119,8.240075597690664,1.809660926654084,220.84261352598728,1980.0000000000002,5637959.937588672,13121650.259171018
16648,121,13.442307592321209,0.904112115066689,223.1797580780986,1980.0000000000002,4791997.739693761,12766863.784537116
16705,178,12.207003229759067,1.8220047894569207,222.71489911571598,1980.0000000000002,4962205.445207025,12660839.056550123
16800,273,20.219326048134786,0.9761079735240162,226.0980150915949,1980.0000000000002,4505235.477131143,13090740.16517231
16889,362,21.039946539509895,2.0467256148688384,226.50193190409578,1980.0000000000002,4437231.051783574,12712282.515596181
16920,393,24.569238439912848,0.807713084436959,227.7705028458737,1980.0000000000002,4321237.1202198975,12956647.731824776
17223,696,28.81913633366775,1.1311651777553675,229.08841934686268,1980.0000000000002,4315372.849893509,13062614.13101829
17374,847,33.084013250924755,1.1074884124808457,230.57309974404248,1980.0000000000002,4330445.763877393,12873546.461102081
17569,1042,35.96491066682144,1.9682217710731096,231.3962764450789,1980.0000000000002,4373504.75432813,13054097.078606604
17600,1073,37.40379827011873,0.860733358592264,231.82403065612522,1980.0000000000002,4302316.178461177,13162049.813195791
17806,1279,41.670997808521996,0.792727377505711,233.07790074026843,1980.0000000000002,4571492.075885791,12805930.966628479
17975,1448,45.64195386425093,0.7606948685732597,234.4331871997161,1980.0000000000002,4854955.93622418,13613838.373322202
18202,1675,52.41318962052182,1.9233462452826997,238.09684207020936,1980.0000000000002,4719154.102598226,13483755.669632703
18224,1697,55.658647002747394,1.9960129569993372,240.66204661365543,1980.0000000000002,4742840.092309998,13235122.561212374
18302,1775,56.96342687498036,0.938058301102773,241.5913325649482,1980.0000000000002,4742967.113917364,12690057.105673222
18391,1864,58.135822946559664,1.77581560051462,242.47163025601097,1980.0000000000002,4588638.459305129,12765350.05159298
18722,2195,62.33016504187825,2.311768296497302,245.35029710085306,1980.0000000000002,4826438.9164886,13121118.850819029
18843,2316,64.55003067064413,0.6972724723631918,246.92635563723303,1980.0000000000002,4929395.864269853,14077809.598770909
19156,2629,71.91988414925434,0.8153616543102807,256.49890017176637,1980.0000000000002,4977495.626262657,14750067.226692565
19214,2687,73.25985867316317,0.8687577200234965,260.8911429925341,1980.0000000000002,4865571.79252026,13764953.416693974
24852,8325,5.418557408884479,1.7346446556397699,427.89978031565613,1980.0000000000002,4557847.317818606,13197770.254744899
24880,8353,8.81450041118516,0.6928786680147695,426.3740563189973,1980.0000000000002,4605074.035938232,13909201.71136006
25019,8492,14.393195547562915,0.725681738005561,421.2110635539834,1980.0000000000002,4179967.632689856,14106064.088550843
25177,8650,16.68131321532563,1.4296932167942447,417.88375597578363,1980.0000000000002,4055942.447573508,12768493.710139448
25387,8860,18.74077320389869,0.5854063843788447,414.9998451113471,1980.0000000000002,3956406.364592729,12569964.844688136
25389,8862,19.200020859757053,1.6844427317726165,414.24250117384423,1980.0000000000002,3910468.139900464,12228197.431616675
25534,9007,20.820856403633897,1.924584335340672,412.61808347882885,1980.0000000000002,3779590.1134406095,12485950.833025217
25639,9112,21.685541710286607,0.8255479879469002,412.0929916788226,1980.0000000000002,3829636.3770176996,12834692.585837789
25910,9383,27.90289350971738,1.9773213613381255,407.7656912182209,1980.0000000000002,3715449.3963344116,12467061.605833298
25911,9384,27.093455435151295,0.8399364985855983,408.40241310997567,1980.0000000000002,3799815.7980653686,12708326.279463895
26637,10110,33.10503117564517,0.6503896934274848,404.0874005097946,1980.0000000000002,4033582.671654144,12844370.353890512
26751,10224,36.58942006837164,0.7979530657431203,401.415498179148,1980.0000000000002,4060389.888872591,13063471.947793767
26867,10340,39.747445994637516,1.1648147595751688,398.4735520575854,1980.0000000000002,3946643.562870209,13393016.404942201
27087,10560,42.369473352915406,1.118582031958738,395.0706933194906,1980.0000000000002,4308140.975465275,13627524.640138425
27337,10810,45.19249327767679,0.6840949928866228,389.26985518913017,1980.0000000000002,4199880.196243958,14235102.813720567
27454,10927,46.86865955375829,0.8232511391661165,385.2331165368888,1980.0000000000002,4062494.822272559,12917882.266093355
27496,10969,47.496015784499036,0.8232511391661165,382.6979082613123,1980.0000000000002,4113922.1120515447,13160490.919703828
27560,11033,75.06047184880957,1.2518834511045602,269.9748574443502,1980.0000000000002,5192558.643154068,13747191.180823635
27574,11047,74.41278861765329,1.6490884278427484,277.6767131139544,1980.0000000000002,4900555.917241111,13612184.33433564
27584,11057,74.30439869807826,0.7591507231524387,279.078245696894,1980.0000000000002,4960634.001491258,14029832.921079464
27787,11260,69.69430841487451,0.7414650345218813,290.3561390967003,1980.0000000000002,4128335.1918229093,13449088.262636567
28014,11487,65.80152666216426,1.0178366302179405,293.93385942124684,1980.0000000000002,4010438.32204102,12980645.356020669
28496,11969,61.06169191330294,1.5649269019246252,298.84509384185037,1980.0000000000002,3865517.148126284,11995019.93733902
28678,12151,57.899413211162425,2.385318681741645,301.5896151907276,1980.0000000000002,3935096.9404366096,12178140.205841491
28947,12420,57.97759175138373,0.7616223828714765,307.0460825594678,1980.0000000000002,4070430.441414921,12572148.150955336
29273,12746,55.42063290653634,1.4721952225136818,316.25047357923637,1980.0000000000002,4137068.7653270713,12568724.115194894
29503,12976,52.03074258472468,2.453848114235007,322.84652732286406,1980.0000000000002,4164534.459860097,12368666.712803178
29548,13021,53.278942313667315,1.9585437824948078,320.3379664919693,1980.0000000000002,4076278.342180262,12236918.736237219
30129,13602,48.37445797500995,1.8518657195066726,330.0364811944918,1980.0000000000002,4162902.615929806,12070157.80253796
30133,13606,48.89125289278587,0.7632115966240668,329.0670809444928,1980.0000000000002,4172961.8112487686,12457279.282061916
30233,13706,47.74987359262235,1.7890337592458592,332.7555645806071,1980.0000000000002,4153820.1129790964,11889825.179466048
30234,13707,46.80952730136734,1.7080874216130757,337.2419924226892,1980.0000000000002,4132423.1198382345,11975508.62439512
30263,13736,48.54833174491273,1.7495139450298227,371.42898733156926,1980.0000000000002,3773879.62610594,12259204.995096978
30300,13773,47.03228939300945,0.7003796363632535,336.12550292417166,1980.0000000000002,4189507.0180431865,12476779.679219766
30320,13793,48.61724909172766,0.7597132274586408,370.19482542406945,1980.0000000000002,4015985.102077218,13016523.296459086
30321,13794,49.00787494253775,0.9367404341091194,366.0363426744151,1980.0000000000002,3888237.7601754563,13183864.952807764
30337,13810,45.97961374029981,1.9264588202989532,346.2671346056342,1980.0000000000002,4012735.3583882526,12089418.003786564
30345,13818,49.01705231007508,1.0020191832651422,358.4381132233643,1980.0000000000002,3970150.5464519304,12642043.693137528
30347,13820,48.9688685349249,0.9367404341091194,362.8619047853176,1980.0000000000002,3952676.4696444194,12797642.10889226
30349,13822,46.30817581489154,0.823765995061694,347.20960710561957,1980.0000000000002,3932619.619218237,11944027.978309378
30351,13824,45.69441247270688,1.8692313356038472,343.8701035084586,1980.0000000000002,4032534.707453974,11799044.808630105
30352,13825,45.88577942230482,0.766538510366588,343.01178038344636,1980.0000000000002,4121024.895084867,12084960.759498741
30353,13826,48.50894735379363,0.8193867961155392,353.90703754949163,1980.0000000000002,3943979.1703131725,12512441.982195824
30354,13827,48.49211471784735,1.032188213897515,378.35081411178624,1980.0000000000002,4036832.305030477,12817063.730950862
33083,29,1.3376523749999474,2.0352558931695586,210.30743554390898,3780.0,5675577.51184874,15816875.132751083
33165,111,6.898146634340834,1.7811286155657362,219.6355357197686,3780.0,5675669.373664577,13084219.766209673
33167,113,4.3021189703604765,1.8041730629300603,215.18930625251676,3780.0,5185212.48417443,15206501.484923799
33173,119,8.240075597690664,1.809660926654084,220.84261352598728,3780.0,5744144.234771042,13119773.127826173
33175,121,13.442307592321209,0.904112115066689,223.1797580780986,3780.0,4867284.219134601,12760967.528235827
33232,178,12.207003229759067,1.8220047894569207,222.71489911571598,3780.0,5047812.681608898,12655057.339762185
33327,273,20.219326048134786,0.9761079735240162,226.0980150915949,3780.0,4574353.071390949,13080781.907344323
33416,362,21.039946539509895,2.0467256148688384,226.50193190409578,3780.0,4504157.699075945,12700175.042279422
33447,393,24.569238439912848,0.807713084436959,227.7705028458737,3780.0,4385481.6902043205,12943608.19033932
33750,696,28.81913633366775,1.1311651777553675,229.08841934686268,3780.0,4378877.902170612,13050102.042854078
33901,847,33.084013250924755,1.1074884124808457,230.57309974404248,3780.0,4393373.746855519,12861257.659990562
34096,1042,35.96491066682144,1.9682217710731096,231.3962764450789,3780.0,4438699.986142362,13042330.49296174
34127,1073,37.40379827011873,0.860733358592264,231.82403065612522,3780.0,4365678.772424983,13151833.506696219
34333,1279,41.670997808521996,0.792727377505711,233.07790074026843,3780.0,4638662.019400136,12797126.659429826
34502,1448,45.64195386425093,0.7606948685732597,234.4331871997161,3780.0,4931902.109561123,13611902.457227428
34729,1675,52.41318962052182,1.9233462452826997,238.09684207020936,3780.0,4792270.235673846,13479522.25217475
34751,1697,55.658647002747394,1.9960129569993372,240.66204661365543,3780.0,4815373.716329174,13228402.756634377
34829,1775,56.96342687498036,0.938058301102773,241.5913325649482,3780.0,4813435.925944297,12682658.44691552
34918,1864,58.135822946559664,1.77581560051462,242.47163025601097,3780.0,4660524.39480378,12758409.27604295
35249,2195,62.33016504187825,2.311768296497302,245.35029710085306,3780.0,4901218.076677113,13116381.524702832
35370,2316,64.55003067064413,0.6972724723631918,246.92635563723303,3780.0,5002569.486824632,14078598.163139215
35683,2629,71.91988414925434,0.8153616543102807,256.49890017176637,3780.0,5054494.900776203,14755401.338395076
35741,2687,73.25985867316317,0.8687577200234965,260.8911429925341,3780.0,4942400.545223797,13767888.499035237
41379,8325,5.418557408884479,1.7346446556397699,427.89978031565613,3780.0,4655143.711222194,13221314.593297519
41407,8353,8.81450041118516,0.6928786680147695,426.3740563189973,3780.0,4712478.2925252225,13933608.35093601
41546,8492,14.393195547562915,0.725681738005561,421.2110635539834,3780.0,4275153.970131175,14118508.643880304
41704,8650,16.68131321532563,1.4296932167942447,417.88375597578363,3780.0,4149125.296461278,12771620.635353878
41914,8860,18.74077320389869,0.5854063843788447,414.9998451113471,3780.0,4047193.073747186,12567838.367168332
41916,8862,19.200020859757053,1.6844427317726165,414.24250117384423,3780.0,3998772.9011258483,12223297.80596333
42061,9007,20.820856403633897,1.924584335340672,412.61808347882885,3780.0,3867901.9171636812,12481893.676661797
42166,9112,21.685541710286607,0.8255479879469002,412.0929916788226,3780.0,3915254.178944049,12831730.1860357
42437,9383,27.90289350971738,1.9773213613381255,407.7656912182209,3780.0,3795107.945129368,12465051.244935779
42438,9384,27.093455435151295,0.8399364985855983,408.40241310997567,3780.0,3880650.4991768007,12706611.609773986
43164,10110,33.10503117564517,0.6503896934274848,404.0874005097946,3780.0,4117608.6508952416,12847550.701540638
43278,10224,36.58942006837164,0.7979530657431203,401.415498179148,3780.0,4146104.399237985,13067687.414900936
43394,10340,39.747445994637516,1.1648147595751688,398.4735520575854,3780.0,4024319.140074395,13398580.884862183
43614,10560,42.369473352915406,1.118582031958738,395.0706933194906,3780.0,4398123.926611193,13638518.427228268
43864,10810,45.19249327767679,0.6840949928866228,389.26985518913017,3780.0,4283434.594634965,14240665.884341083
43981,10927,46.86865955375829,0.8232511391661165,385.2331165368888,3780.0,4143782.0484901145,12920880.305283777
44023,10969,47.496015784499036,0.8232511391661165,382.6979082613123,3780.0,4197773.717373322,13163556.378836483
44087,11033,75.06047184880957,1.2518834511045602,269.9748574443502,3780.0,5286192.608014898,13754857.571571266
44101,11047,74.41278861765329,1.6490884278427484,277.6767131139544,3780.0,4982274.548282236,13612566.169533418
44111,11057,74.30439869807826,0.7591507231524387,279.078245696894,3780.0,5039625.913124071,14033509.794650065
44314,11260,69.69430841487451,0.7414650345218813,290.3561390967003,3780.0,4193288.690880807,13441991.010420693
44541,11487,65.80152666216426,1.0178366302179405,293.93385942124684,3780.0,4076349.956773754,12966010.046177056
45023,11969,61.06169191330294,1.5649269019246252,298.84509384185037,3780.0,3935168.648517967,11974180.467000313
45205,12151,57.899413211162425,2.385318681741645,301.5896151907276,3780.0,4008320.296487177,12155845.110540478
45474,12420,57.97759175138373,0.7616223828714765,307.0460825594678,3780.0,4148291.5516128154,12558817.163796252
45800,12746,55.42063290653634,1.4721952225136818,316.25047357923637,3780.0,4216676.1384320315,12560281.96294618
46030,12976,52.03074258472468,2.453848114235007,322.84652732286406,3780.0,4248219.383203139,12358269.678674972
46075,13021,53.278942313667315,1.9585437824948078,320.3379664919693,3780.0,4157310.8840963948,12226709.1448924
46656,13602,48.37445797500995,1.8518657195066726,330.0364811944918,3780.0,4252862.043602737,12057622.116704172
46660,13606,48.89125289278587,0.7632115966240668,329.0670809444928,3780.0,4261584.385657357,12447085.677670727
46760,13706,47.74987359262235,1.7890337592458592,332.7555645806071,3780.0,4244356.729879959,11876854.091445588
46761,13707,46.80952730136734,1.7080874216130757,337.2419924226892,3780.0,4226055.550311369,11964502.216261419
46790,13736,48.54833174491273,1.7495139450298227,371.42898733156926,3780.0,3851867.190254127,12254041.777006472
46827,13773,47.03228939300945,0.7003796363632535,336.12550292417166,3780.0,4282644.803503646,12466844.083922084
46847,13793,48.61724909172766,0.7597132274586408,370.19482542406945,3780.0,4097862.27750125,13014446.553448364
46848,13794,49.00787494253775,0.9367404341091194,366.0363426744151,3780.0,3968463.333227199,13183236.304684354
46864,13810,45.97961374029981,1.9264588202989532,346.2671346056342,3780.0,4103316.8362234067,12076384.425369253
46872,13818,49.01705231007508,1.0020191832651422,358.4381132233643,3780.0,4052906.7245967425,12640308.859095048
46874,13820,48.9688685349249,0.9367404341091194,362.8619047853176,3780.0,4035165.5164050153,12795665.811712425
46876,13822,46.30817581489154,0.823765995061694,347.20960710561957,3780.0,4019852.397146452,11931604.925510459
46878,13824,45.69441247270688,1.8692313356038472,343.8701035084586,3780.0,4124839.9997141245,11784682.582619995
46879,13825,45.88577942230482,0.766538510366588,343.01178038344636,3780.0,4214149.562770712,12070967.702220555
46880,13826,48.50894735379363,0.8193867961155392,353.90703754949163,3780.0,4026586.029085097,12507777.166906118
46881,13827,48.49211471784735,1.032188213897515,378.35081411178624,3780.0,4118223.0425888193,12818304.365487806
49610,29,1.3376523749999474,2.0352558931695586,210.30743554390898,5580.0,5749471.281487045,15831085.267061017
49692,111,6.898146634340834,1.7811286155657362,219.6355357197686,5580.0,5774379.617468693,13081085.827944752
49694,113,4.3021189703604765,1.8041730629300603,215.18930625251676,5580.0,5271319.94131379,15212508.757615365
49700,119,8.240075597690664,1.809660926654084,220.84261352598728,5580.0,5844174.30470415,13115213.878843473
49702,121,13.442307592321209,0.904112115066689,223.1797580780986,5580.0,4940711.044063361,12753537.158658767
49759,178,12.207003229759067,1.8220047894569207,222.71489911571598,5580.0,5131417.807891993,12647730.607600193
49854,273,20.219326048134786,0.9761079735240162,226.0980150915949,5580.0,4642281.7062034495,13069992.640829094
49943,362,21.039946539509895,2.0467256148688384,226.50193190409578,5580.0,4569940.964595212,12687203.278047446
49974,393,24.569238439912848,0.807713084436959,227.7705028458737,5580.0,4448595.982061338,12929735.586250806
50277,696,28.81913633366775,1.1311651777553675,229.08841934686268,5580.0,4441199.658509793,13036757.883676976
50428,847,33.084013250924755,1.1074884124808457,230.57309974404248,5580.0,4455058.85309484,12848044.002854679
50623,1042,35.96491066682144,1.9682217710731096,231.3962764450789,5580.0,4502504.302398308,13029542.224698484
50654,1073,37.40379827011873,0.860733358592264,231.82403065612522,5580.0,4427682.516646008,13140638.159665179
50860,1279,41.670997808521996,0.792727377505711,233.07790074026843,5580.0,4704175.7319833115,12787025.379645122
51029,1448,45.64195386425093,0.7606948685732597,234.4331871997161,5580.0,5006375.212301054,13608383.675045012
51256,1675,52.41318962052182,1.9233462452826997,238.09684207020936,5580.0,4863276.732596543,13473869.075427443
51278,1697,55.658647002747394,1.9960129569993372,240.66204661365543,5580.0,4885567.336405475,13220021.83566817
51356,1775,56.96342687498036,0.938058301102773,241.5913325649482,5580.0,4881504.006907222,12673424.702022951
51445,1864,58.135822946559664,1.77581560051462,242.47163025601097,5580.0,4729731.557575903,12749575.459301252
51776,2195,62.33016504187825,2.311768296497302,245.35029710085306,5580.0,4973173.360203326,13109725.283534437
51897,2316,64.55003067064413,0.6972724723631918,246.92635563723303,5580.0,5071996.835552392,14076410.511324795
52210,2629,71.91988414925434,0.8153616543102807,256.49890017176637,5580.0,5127512.433657356,14757899.824320976
52268,2687,73.25985867316317,0.8687577200234965,260.8911429925341,5580.0,5015988.126283332,13768636.449305352
57906,8325,5.418557408884479,1.7346446556397699,427.89978031565613,5580.0,4752013.550520911,13245281.056017883
57934,8353,8.81450041118516,0.6928786680147695,426.3740563189973,5580.0,4820134.373133593,13958211.234041877
58073,8492,14.393195547562915,0.725681738005561,421.2110635539834,5580.0,4368343.501221084,14128757.616417583
58231,8650,16.68131321532563,1.4296932167942447,417.88375597578363,5580.0,4240432.608191226,12773225.902695693
58441,8860,18.74077320389869,0.5854063843788447,414.9998451113471,5580.0,4137331.3885045853,12565103.918943938
58443,8862,19.200020859757053,1.6844427317726165,414.24250117384423,5580.0,4086365.625550714,12217913.78037192
58588,9007,20.820856403633897,1.924584335340672,412.61808347882885,5580.0,3956079.1351122977,12477575.348379299
58693,9112,21.685541710286607,0.8255479879469002,412.0929916788226,5580.0,4000573.518127994,12828533.838597137
58964,9383,27.90289350971738,1.9773213613381255,407.7656912182209,5580.0,3873698.628853405,12462431.163247535
58965,9384,27.093455435151295,0.8399364985855983,408.40241310997567,5580.0,3960727.0926868436,12704413.132303812
59691,10110,33.10503117564517,0.6503896934274848,404.0874005097946,5580.0,4199784.171413259,12849719.476938318
59805,10224,36.58942006837164,0.7979530657431203,401.415498179148,5580.0,4230892.6788903065,13070880.822773954
59921,10340,39.747445994637516,1.1648147595751688,398.4735520575854,5580.0,4099854.4320986224,13402530.183760487
60141,10560,42.369473352915406,1.118582031958738,395.0706933194906,5580.0,4485397.555027222,13648893.462913431
60391,10810,45.19249327767679,0.6840949928866228,389.26985518913017,5580.0,4365077.086745024,14244408.76763737
60508,10927,46.86865955375829,0.8232511391661165,385.2331165368888,5580.0,4222784.689759987,12922701.917268004
60550,10969,47.496015784499036,0.8232511391661165,382.6979082613123,5580.0,4279917.120466012,13165596.16602148
60614,11033,75.06047184880957,1.2518834511045602,269.9748574443502,5580.0,5378966.436734541,13761286.770610478
60628,11047,74.41278861765329,1.6490884278427484,277.6767131139544,5580.0,5061106.524860311,13610374.895887341
60638,11057,74.30439869807826,0.7591507231524387,279.078245696894,5580.0,5114741.0798308365,14034799.67128976
60841,11260,69.69430841487451,0.7414650345218813,290.3561390967003,5580.0,4256036.642813059,13433076.819302134
61068,11487,65.80152666216426,1.0178366302179405,293.93385942124684,5580.0,4141066.0463229455,12950286.78799852
61550,11969,61.06169191330294,1.5649269019246252,298.84509384185037,5580.0,4003935.558408423,11952634.444029715
61732,12151,57.899413211162425,2.385318681741645,301.5896151907276,5580.0,4080560.1930907997,12132985.07884584
62001,12420,57.97759175138373,0.7616223828714765,307.0460825594678,5580.0,4225297.74449486,12544942.999146953
62327,12746,55.42063290653634,1.4721952225136818,316.25047357923637,5580.0,4295374.738790902,12551219.068310807
62557,12976,52.03074258472468,2.453848114235007,322.84652732286406,5580.0,4330935.297752745,12347336.524390114
62602,13021,53.278942313667315,1.9585437824948078,320.3379664919693,5580.0,4237451.993486723,12215925.556414098
63183,13602,48.37445797500995,1.8518657195066726,330.0364811944918,5580.0,4341684.498963228,12044544.12090089
63187,13606,48.89125289278587,0.7632115966240668,329.0670809444928,5580.0,4349040.975014643,12436434.691280926
63287,13706,47.74987359262235,1.7890337592458592,332.7555645806071,5580.0,4333731.328824468,11863304.8491118
63288,13707,46.80952730136734,1.7080874216130757,337.2419924226892,5580.0,4318373.364397377,11952919.487045467
63317,13736,48.54833174491273,1.7495139450298227,371.42898733156926,5580.0,3928971.002475113,12248182.558110867
63354,13773,47.03228939300945,0.7003796363632535,336.12550292417166,5580.0,4374450.954186506,12456373.240323182
63374,13793,48.61724909172766,0.7597132274586408,370.19482542406945,5580.0,4178480.3298240425,13011845.470182514
63375,13794,49.00787494253775,0.9367404341091194,366.0363426744151,5580.0,4047564.230978001,13182046.20687203
63391,13810,45.97961374029981,1.9264588202989532,346.2671346056342,5580.0,4192794.07584872,12062899.024613194
63399,13818,49.01705231007508,1.0020191832651422,358.4381132233643,5580.0,4134403.6023282763,12637953.649993386
63401,13820,48.9688685349249,0.9367404341091194,362.8619047853176,5580.0,4116371.3096689335,12793056.505562332
63403,13822,46.30817581489154,0.823765995061694,347.20960710561957,5580.0,4106091.4572504605,11918683.774708085
63405,13824,45.69441247270688,1.8692313356038472,343.8701035084586,5580.0,4215986.134833879,11769821.460982297
